User full name,Event context,Component,Event name,Description,Origin,IP address,loop time,date
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.22,17:26,15/03/2021
s5,URL: Stochastic Gradient Descent Example,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531709'.,web,172.17.42.217,17:23,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.71,17:23,15/03/2021
s5,URL: Stochastic Gradient Descent,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531525'.,web,172.17.42.217,17:12,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.217,17:12,15/03/2021
s5,URL: Cross-entropy loss,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531524'.,web,172.17.42.217,17:07,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.86,17:07,15/03/2021
s5,URL: Training a logistic regression classifier,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531523'.,web,172.17.42.237,17:05,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.71,17:04,15/03/2021
s5,URL: Logistic Regression Example,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531522'.,web,172.17.42.71,16:57,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.22,16:57,15/03/2021
s5,URL: Text Classification using Logistic Regression,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531521'.,web,172.17.42.202,16:49,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.217,16:49,15/03/2021
s5,URL: Generative versus Discriminative Classifiers,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531520'.,web,172.17.42.202,16:40,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.86,16:40,15/03/2021
s5,URL: Introducing the Logistic Regression lectures,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531718'.,web,172.17.42.202,16:38,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.217,16:38,15/03/2021
s5,URL: Evaluation,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525688'.,web,172.17.42.202,16:38,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.202,16:38,15/03/2021
s5,URL: More on Sentiment Analysis,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525146'.,web,172.17.42.228,16:29,15/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.22,16:28,15/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.71,16:28,15/03/2021
s5,Forum: Announcements,Forum,Discussion viewed,The user with id 's5' has viewed the discussion with id '412727' in the forum with course module id '1310076'.,web,172.17.42.71,16:28,15/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.71,16:21,15/03/2021
s5,File: CA4025 Essay Topic: Can AI police ‘Big Tech’?,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1508323'.,web,172.17.42.86,20:21,14/03/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.30,20:21,14/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.217,20:21,14/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.237,20:21,14/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.71,21:54,13/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course user report viewed,The user with id 's5' viewed the user report for the course with id '47567' for user with id 's5'.,web,172.17.42.217,21:54,13/03/2021
s5,Front page,Overview report,Grade overview report viewed,The user with id 's5' viewed the overview report in the gradebook.,web,172.17.42.30,21:54,13/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.217,21:54,13/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.22,21:54,13/03/2021
s5,File: CA4025 Essay Topic: Can AI police ‘Big Tech’?,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1508323'.,web,172.17.42.75,15:04,13/03/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.75,15:04,13/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.75,15:04,13/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.75,15:04,13/03/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.75,17:10,12/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.75,16:55,12/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.75,16:55,12/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.75,16:55,12/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.74,14:53,09/03/2021
s5,File: Assignment 1,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1522590'.,web,172.17.42.36,14:53,09/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.195,14:53,09/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.75,14:53,09/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.36,14:53,09/03/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt reviewed,The user with id 's5' has had their attempt with id '1241413' reviewed by the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.252,15:45,08/03/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Course module viewed,The user with id 's5' viewed the 'quiz' activity with course module id '1530193'.,web,172.17.42.75,15:44,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.195,15:43,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.252,15:43,08/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.252,15:43,08/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.195,15:43,08/03/2021
s5,Front page,Overview report,Grade overview report viewed,The user with id 's5' viewed the overview report in the gradebook.,web,172.17.42.252,15:43,08/03/2021
s5,Front page,Overview report,Grade overview report viewed,The user with id 's5' viewed the overview report in the gradebook.,web,172.17.42.74,15:43,08/03/2021
s5,Course: 2020/2021 CA4022 Data at Speed and Scale,System,Course user report viewed,The user with id 's5' viewed the user report for the course with id '50840' for user with id 's5'.,web,172.17.42.252,15:42,08/03/2021
s5,Front page,Overview report,Grade overview report viewed,The user with id 's5' viewed the overview report in the gradebook.,web,172.17.42.252,15:42,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.252,15:41,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.195,15:41,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course user report viewed,The user with id 's5' viewed the user report for the course with id '48726' for user with id 's5'.,web,172.17.42.75,15:40,08/03/2021
s5,Quiz: Time Series Quiz,Quiz,Course module viewed,The user with id 's5' viewed the 'quiz' activity with course module id '1494821'.,web,172.17.42.36,15:40,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course user report viewed,The user with id 's5' viewed the user report for the course with id '48726' for user with id 's5'.,web,172.17.42.119,15:39,08/03/2021
s5,Front page,Overview report,Grade overview report viewed,The user with id 's5' viewed the overview report in the gradebook.,web,172.17.42.74,15:39,08/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.195,15:39,08/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.252,15:39,08/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.195,15:39,08/03/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.195,14:21,03/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.252,14:20,03/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.119,14:20,03/03/2021
s5,URL: Text Classification using Logistic Regression,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531521'.,web,172.17.42.36,19:52,02/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.74,19:52,02/03/2021
s5,URL: Generative versus Discriminative Classifiers,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531520'.,web,172.17.42.252,19:46,02/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.74,19:46,02/03/2021
s5,URL: Introducing the Logistic Regression lectures,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1531718'.,web,172.17.42.74,19:43,02/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.36,19:43,02/03/2021
s5,URL: Evaluation,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525688'.,web,172.17.42.36,19:29,02/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.252,19:29,02/03/2021
s5,URL: Naive Bayes - other points to note,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525679'.,web,172.17.42.36,19:25,02/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.195,19:25,02/03/2021
s5,URL: More on Sentiment Analysis,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525146'.,web,172.17.42.252,19:19,02/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.36,19:19,02/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.119,19:19,02/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.175,19:19,02/03/2021
s5,File: 7.1 - Complex systems. Introduction to theory and applications,System,Course activity completion updated,The user with id 's5' updated the completion state for the course module with id '1539888' for the user with id 's5'.,web,172.17.42.252,12:00,02/03/2021
s5,File: 7.1 - Complex systems. Introduction to theory and applications,System,Course activity completion updated,The user with id 's5' updated the completion state for the course module with id '1539888' for the user with id 's5'.,web,172.17.42.252,12:00,02/03/2021
s5,File: 7.1 - Complex systems. Introduction to theory and applications,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1539888'.,web,172.17.42.252,12:00,02/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.74,12:00,02/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.195,12:00,02/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.252,12:00,02/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.252,19:18,01/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.36,19:17,01/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.74,19:17,01/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.175,19:17,01/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.175,16:15,01/03/2021
s5,Quiz: Quiz to Assess Knowledge of Stationarity,Quiz,Course module viewed,The user with id 's5' viewed the 'quiz' activity with course module id '1494819'.,web,172.17.42.119,16:15,01/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.74,16:15,01/03/2021
s5,Quiz: Quiz to Assess Knowledge of Stationarity,Quiz,Course module viewed,The user with id 's5' viewed the 'quiz' activity with course module id '1494819'.,web,172.17.42.195,16:15,01/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.36,16:14,01/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.252,16:14,01/03/2021
s5,Category: COMPUTING,System,Category viewed,The user with id 's5' viewed the course category with id '2039'.,web,172.17.42.36,16:14,01/03/2021
s5,File: CA4025 Essay Topic: Can AI police ‘Big Tech’?,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1508323'.,web,172.17.42.36,14:20,01/03/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.195,14:20,01/03/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.252,14:20,01/03/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.74,14:20,01/03/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.36,14:20,01/03/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.195,21:56,28/02/2021
s5,URL: Training the Naive Bayes Classifier,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525135'.,web,172.17.42.36,20:39,28/02/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.36,20:39,28/02/2021
s5,URL: The Naive Bayes Classifier,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1524730'.,web,172.17.42.74,20:32,28/02/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.195,20:31,28/02/2021
s5,URL: An Introduction to Text Classification,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1524723'.,web,172.17.42.252,20:17,28/02/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.252,20:17,28/02/2021
s5,URL: Introducing the text classification videos,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1525690'.,web,172.17.42.74,20:16,28/02/2021
s5,URL: Baseline Sentiment Polarity Classifier,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1535432'.,web,172.17.42.175,20:13,28/02/2021
s5,File: Assignment Two,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1535382'.,web,172.17.42.252,20:13,28/02/2021
s5,File: Assignment 1,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1522590'.,web,172.17.42.74,20:13,28/02/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.74,20:11,28/02/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.74,16:16,28/02/2021
s5,Forum: Assigment 2  Forum Discussion,Forum,Discussion viewed,The user with id 's5' has viewed the discussion with id '382350' in the forum with course module id '1440275'.,web,172.17.42.195,16:15,28/02/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.252,16:15,28/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Course module viewed,The user with id 's5' viewed the 'quiz' activity with course module id '1530193'.,web,172.17.42.74,15:34,28/02/2021
s5,Course: 2020/2021 CA4024 Building Complex Computational Models,System,Course viewed,The user with id 's5' viewed the course with id '48726'.,web,172.17.42.36,15:34,28/02/2021
s5,File: Assignment Two,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1535382'.,web,172.17.42.36,15:29,28/02/2021
s5,File: Assignment Two,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1535382'.,web,172.17.42.74,15:29,28/02/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.252,15:29,28/02/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.195,15:28,28/02/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.252,15:28,28/02/2021
s5,File: CA4025 Essay Topic: Can AI police ‘Big Tech’?,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1508323'.,web,172.17.42.119,15:20,27/02/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.74,15:20,27/02/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.195,15:20,27/02/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.36,15:20,27/02/2021
s5,URL: Baseline Sentiment Polarity Classifier,URL,Course module viewed,The user with id 's5' viewed the 'url' activity with course module id '1535432'.,web,172.17.42.36,02:09,27/02/2021
s5,File: Assignment Two,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1535382'.,web,172.17.42.195,02:08,27/02/2021
s5,Course: 2020/2021 CA4023 Natural Language Technologies,System,Course viewed,The user with id 's5' viewed the course with id '47567'.,web,172.17.42.195,02:08,27/02/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.74,02:08,27/02/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.175,02:08,27/02/2021
s5,File: CA4025 Essay Topic: Can AI police ‘Big Tech’?,File,Course module viewed,The user with id 's5' viewed the 'resource' activity with course module id '1508323'.,web,172.17.42.36,18:03,26/02/2021
s5,Course: 2020/2021 CA4025 Application Domains 3,System,Course viewed,The user with id 's5' viewed the course with id '48916'.,web,172.17.42.252,18:03,26/02/2021
s5,User: s5,System,Dashboard viewed,The user with id 's5' has viewed their dashboard,web,172.17.42.119,18:03,26/02/2021
s5,System,System,User has logged in,The user with id 's5' has logged in.,web,172.17.42.195,18:03,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Course module viewed,The user with id 's5' viewed the 'quiz' activity with course module id '1530193'.,web,172.17.42.195,16:14,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt submitted,The user with id 's5' has submitted the attempt with id '1241413' for the quiz with course module id '1530193'.,web,172.17.42.175,16:14,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.36,16:14,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.36,16:14,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.175,16:14,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.195,16:14,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.195,16:13,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.195,16:13,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.252,16:12,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.195,16:12,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.252,16:12,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.175,16:10,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.195,16:10,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.252,16:05,26/02/2021
s5,Quiz: CA4024 Continuous Assessment Quiz,Quiz,Quiz attempt viewed,The user with id 's5' has viewed the attempt with id '1241413' belonging to the user with id 's5' for the quiz with course module id '1530193'.,web,172.17.42.74,16:03,26/02/2021
